Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2020-06-04T20:00:00Z,"EURUSD",2020-06-22T03:00:00Z,Sell,1.13294,1.11923,25000,342.75,0,-154.75,381.75,324.12,1,"	90,95" 
2020-06-11T05:00:00Z,"EURUSD",2020-06-22T03:00:00Z,Sell,1.13473,1.11923,26000,403,0,-114.4,443.56,317.85,1,"	92,95" 
2020-06-11T05:00:00Z,"EURUSD",2020-07-14T17:00:00Z,Sell,1.13473,1.14038,24000,-135.6,0,-140.16,409.44,549.6,0,"	92,97" 
2020-06-11T09:00:00Z,"EURUSD",2020-07-14T17:00:00Z,Sell,1.13723,1.14038,25000,-78.75,0,-83.5,489,572.5,0,"	93,97" 
2020-06-21T22:00:00Z,"EURUSD",2020-07-14T17:00:00Z,Sell,1.11791,1.14038,1000,-22.47,0,-22.66,0.24,22.9,0,"	94,97" 
2020-06-21T22:00:00Z,"EURUSD",2020-07-17T14:00:00Z,Sell,1.11791,1.14316,49000,-1237.25,0,-1283.8,11.76,1295.56,0,"	94,100" 
2020-06-21T22:00:00Z,"EURUSD",2020-07-21T00:00:00Z,Sell,1.11791,1.14567,1000,-27.76,0,-27.89,0.24,28.13,0,"	94,103" 
2020-07-14T18:00:00Z,"EURUSD",2020-07-21T00:00:00Z,Sell,1.13932,1.14567,48000,-304.8,0,-311.04,1039.2,378.96,0,"	98,103" 
2020-07-14T18:00:00Z,"EURUSD",2020-07-30T14:00:00Z,Sell,1.13932,1.1789,2000,-79.16,0,-80.03,43.3,82.86,0,"	98,106" 
2020-07-15T01:00:00Z,"EURUSD",2020-07-30T14:00:00Z,Sell,1.14182,1.1789,25000,-927,0,-937.88,603.75,1035.75,0,"	99,106" 
2020-07-17T15:00:00Z,"EURUSD",2020-07-30T14:00:00Z,Sell,1.14209,1.1789,19000,-699.39,0,-707.66,463.98,715.73,0,"	101,106" 
2020-07-17T15:00:00Z,"EURUSD",2020-07-30T19:00:00Z,Sell,1.14209,1.18396,30000,-1256.1,0,-1256.1,732.6,1268.85,0,"	101,109" 
2020-07-20T06:00:00Z,"EURUSD",2020-07-30T19:00:00Z,Sell,1.14459,1.18396,16000,-629.92,0,-629.92,430.72,673.68,0,"	102,109" 
2020-07-20T06:00:00Z,"EURUSD",2020-08-07T01:00:00Z,Sell,1.14459,1.18753,8000,-343.52,0,-364.56,215.36,386.44,0,"	102,113" 
2020-07-21T04:00:00Z,"EURUSD",2020-08-07T01:00:00Z,Sell,1.1445,1.18753,37000,-1592.11,0,-1689.42,992.71,1742.14,0,"	104,113" 
2020-07-21T04:00:00Z,"EURUSD",2020-08-14T19:00:00Z,Sell,1.1445,1.18389,12000,-472.68,0,-547.92,321.96,565.02,0,"	104,116" 
2020-07-21T15:00:00Z,"EURUSD",2020-08-14T19:00:00Z,Sell,1.1471,1.18389,24000,-882.96,0,-1033.44,706.32,1033.44,0,"	105,116" 
2020-07-30T15:00:00Z,"EURUSD",2020-08-14T19:00:00Z,Sell,1.17783,1.18389,10000,-60.6,0,-123.3,601.6,189.3,0,"	107,116" 
2020-07-30T15:00:00Z,"EURUSD",2020-08-21T17:00:00Z,Sell,1.17783,1.17648,24000,32.4,0,-431.52,1443.84,601.2,1,"	107,121" 
2020-07-30T15:00:00Z,"EURUSD",2020-08-21T18:00:00Z,Sell,1.17783,1.17856,12000,-8.76,0,-215.76,721.92,300.6,0,"	107,122" 
2020-07-30T17:00:00Z,"EURUSD",2020-08-21T18:00:00Z,Sell,1.18032,1.17856,11000,19.36,0,-170.39,689.15,275.55,1,"	108,122" 
2020-07-30T17:00:00Z,"EURUSD",2020-08-28T04:00:00Z,Sell,1.18032,1.18601,12000,-68.28,0,-185.88,751.8,300.6,0,"	108,123" 
2020-07-31T00:00:00Z,"EURUSD",2020-08-28T04:00:00Z,Sell,1.18539,1.18601,23000,-14.26,0,-239.66,1557.56,576.15,0,"	111,123" 
2020-07-31T10:00:00Z,"EURUSD",2020-08-28T04:00:00Z,Sell,1.18388,1.18601,11000,-23.43,0,-131.23,728.31,275.55,0,"	112,123" 
2020-07-31T10:00:00Z,"EURUSD",2020-08-28T17:00:00Z,Sell,1.18388,1.18891,12000,-60.36,0,-143.16,794.52,300.6,0,"	112,127" 
2020-08-07T02:00:00Z,"EURUSD",2020-08-28T17:00:00Z,Sell,1.18644,1.18891,45000,-111.15,0,-421.65,3094.65,1096.42,0,"	114,127" 
2020-08-16T22:00:00Z,"EURUSD",2020-08-28T17:00:00Z,Sell,1.18283,1.18891,46000,-279.68,0,-597.08,2997.36,688.62,0,"	117,127" 
2020-08-17T03:00:00Z,"EURUSD",2020-08-28T17:00:00Z,Sell,1.18533,1.18891,23000,-82.34,0,-241.04,1556.18,344.31,0,"	118,127" 
2020-08-18T01:00:00Z,"EURUSD",2020-08-28T17:00:00Z,Sell,1.18894,1.18891,22000,0.66,0,-151.14,1567.94,329.34,1,"	115,127" 
2020-08-21T15:00:00Z,"EURUSD",2020-08-28T17:00:00Z,Sell,1.17792,1.18891,47000,-516.53,0,-840.83,2831.75,688.78,0,"	119,127" 
2020-08-28T06:00:00Z,"EURUSD",2020-08-28T17:00:00Z,Sell,1.18743,1.18891,23000,-34.04,0,-192.74,1604.48,101.43,0,"	125,127" 
2020-09-23T19:00:00Z,"EURUSD",2020-09-23T22:00:00Z,Sell,1.16567,1.16674,90000,-96.3,0,-96.3,0,96.3,0,"	128,129" 
2020-09-24T10:00:00Z,"EURUSD",2020-10-21T02:00:00Z,Buy,1.16424,1.18415,45000,895.95,0,-116.55,895.95,606.15,1,"	130,133" 
2020-10-20T17:00:00Z,"EURUSD",2020-10-21T02:00:00Z,Buy,1.18271,1.18415,1000,1.44,0,-21.06,1.44,0.98,1,"	131,133" 
2020-10-20T17:00:00Z,"EURUSD",2020-10-21T23:00:00Z,Buy,1.18271,1.1859,90000,287.1,0,-1895.4,421.2,204.75,1,"	131,143" 
2020-10-26T10:00:00Z,"EURUSD",2020-10-26T11:00:00Z,Sell,1.18095,1.1824,92000,-133.4,0,-133.4,0,133.4,0,"	144,145" 
2020-10-27T21:00:00Z,"EURUSD",2020-11-11T09:00:00Z,Buy,1.17951,1.17886,46000,-29.9,0,-809.83,455.63,809.83,0,"	146,147" 
2020-11-11T10:00:00Z,"EURUSD",2020-11-17T06:00:00Z,Buy,1.17992,1.18544,46000,253.92,0,-215.28,303.14,215.28,1,"	148,151" 
2020-11-11T12:00:00Z,"EURUSD",2020-11-17T12:00:00Z,Buy,1.17742,1.18794,23000,241.96,0,-50.14,241.96,87.63,1,"	149,152" 
2020-11-17T01:00:00Z,"EURUSD",2020-11-18T11:00:00Z,Buy,1.18651,1.18723,46000,33.12,0,-518.42,106.49,143.52,1,"	150,154" 
2020-11-18T08:00:00Z,"EURUSD",2020-11-19T23:00:00Z,Buy,1.18829,1.18658,46000,-78.66,0,-600.3,24.61,282.9,0,"	153,157" 
2020-11-19T20:00:00Z,"EURUSD",2020-11-23T11:00:00Z,Buy,1.18764,1.18973,23000,48.07,0,-285.2,48.07,69.8,1,"	156,155" 
2020-11-19T20:00:00Z,"EURUSD",2020-11-23T11:00:00Z,Buy,1.18764,1.18908,23000,33.12,0,-285.2,48.07,69.8,1,"	156,158" 
2020-12-02T23:00:00Z,"EURUSD",2020-12-03T01:00:00Z,Buy,1.21182,1.21052,46000,-59.8,0,-59.8,0,59.8,0,"	159,160" 
2020-12-03T09:00:00Z,"EURUSD",2020-12-15T02:00:00Z,Sell,1.21325,1.21607,23000,-64.86,0,-98.1,162.72,252.31,0,"	161,162" 
2020-12-15T02:00:00Z,"EURUSD",2020-12-15T04:00:00Z,Buy,1.21607,1.21501,23000,-24.38,0,-24.38,0,24.38,0,"	162,163" 
2020-12-15T04:00:00Z,"EURUSD",2020-12-15T23:00:00Z,Sell,1.21501,1.21535,23000,-7.82,0,-24.96,57.73,82.68,0,"	163,165" 
2020-12-15T23:00:00Z,"EURUSD",2020-12-16T03:00:00Z,Buy,1.21535,1.21556,23000,4.83,0,-7.59,6.44,9.78,1,"	165,168" 
2020-12-17T05:00:00Z,"EURUSD",2020-12-17T09:00:00Z,Buy,1.22259,1.22402,46000,65.78,0,0,65.78,0,1,"	169,171" 
2020-12-17T05:00:00Z,"EURUSD",2020-12-17T10:00:00Z,Buy,1.22259,1.22252,46000,-3.22,0,-3.22,65.78,69,0,"	169,172" 
2020-12-21T20:00:00Z,"EURUSD",2020-12-21T21:00:00Z,Buy,1.22495,1.22315,92000,-165.6,0,-165.6,0,165.6,0,"	173,174" 
2020-12-29T15:00:00Z,"EURUSD",2021-01-05T17:00:00Z,Sell,1.22638,1.22952,46000,-144.44,0,-197.34,136.62,319.24,0,"	175,176" 
